datetime,city,state,country,shape,summary,latitude,longitude
01/26/2023 20:24,French Settlement,LA,USA,Cigar,A tic tak shaped craft. That was seen for about 5 seconds.,30.2947689,-90.7949936
01/26/2023 20:11,Lantana,FL,USA,Circle,"Saw two orange balls of light moving fast the sky, one disappeared, and the other one continued to travel at high speed",26.5865308,-80.052166
01/26/2023 14:18,Bridgehampton,NY,USA,Light,Saw a triangle of bright white lights heading NW of montauk highway.,40.931293249999996,-72.31037245354983
01/26/2023 08:36,Nixon,TX,USA,Light,Suspected Plasma Ball Event,29.2696579,-97.7625132
01/26/2023 07:08,Naugatuck,CT,USA,Circle,"Driving up through route 8, saw two aircraft just sort of hovering in the air.",41.4860186,-73.0509432
01/26/2023 00:40,Montclair,CA,USA,Disk,Had a ring of red light and white flew down then up very fast and disappeared.,34.0775104,-117.6897776
01/25/2023 22:13,Sloan,NY,USA,Star,In the skies at night we were star gazing when we noticed that the stars were moving and changing color. They were lower to the ground,42.895461,-78.794062
01/25/2023 17:55,El cerrito,CA,USA,Cigar,"Craft moved from the golden gate towards the south bay, pen shaped semi translucent grey in color, single blinking white light at tip",37.9154056,-122.301411
01/25/2023 17:34,Waco,TX,USA,Circle,I was driving to temple children's hospital to pick up my girlfriend and I couldn’t help but notice the light in the sky,31.5491899,-97.1474628
01/25/2023 16:30,New Durham,NH,USA,Other,Jet pack UFO?,43.436966,-71.172867
01/25/2023 13:20,Mojave,CA,USA,Sphere,"During a flight the man next to me and I both witnessed three spheres (one large, two small) moving in multiple directions over CA.",35.0524699,-118.1739645
01/25/2023 10:15,Spring Valley,CA,USA,Circle,"I witnessed 2 circle shaped uaps, that looked like blinking stars, hovered, they went up, down, around, sideways, and made no sound.",32.7295705,-116.96688951775884
01/25/2023 03:00,tampa,FL,USA,Disk,A bright green and white down the center disk appeated out of nowhere going as fast as a shooting star,27.9477595,-82.458444
01/24/2023 21:00,Destin,FL,USA,Light,It's a star but not!,30.3935337,-86.4957834
01/24/2023 20:36,Pleasant valley,NY,USA,Diamond,Silver reflecting cylinder or diamond shape object floating,41.7455573,-73.8205859
01/24/2023 18:49,Klamath Falls,OR,USA,Light,Saw a bright light that move very slowly.,42.224867,-121.78167
01/24/2023 18:40,Clearlake,CA,USA,Disk,The object would move in circles then drop very fast the move again very fast back upwards the to the right,38.9582307,-122.626372
01/24/2023 18:39,Ballard,WV,USA,Circle,Took a brief video of ball of colorful lights spinning and moving fast around the sky above a mountain in the eastern sky. It was glowi,37.4748438,-80.7792439
01/24/2023 17:55,Bridgewater,MA,USA,Circle,Saw round bright object either light trail or casting cone shaped spotlight,41.9902206,-70.9754432
01/24/2023 15:15,Elizabeth City,NC,USA,Formation,My family and I were outside playing when my wife noticed the objects flying in formation she tried to record but couldn't so I did,36.3010192,-76.2203699
01/24/2023 13:55,Lake forest,CA,USA,Light,Pulled onto the street my works at and saw a light way far up in the sky,33.6469261,-117.6859213
01/24/2023 09:50,Lehighton,PA,USA,Unknown,High speed small object being followed by a jet at high altitude object changed direction suddenly jet followed,40.8339907,-75.7135568
01/23/2023 23:55,Winters,CA,USA,Other,Opaque oval body with no sound.,38.5249065,-121.970801
01/23/2023 23:55,Los Altos,CA,USA,,MADAR site 52 had spike on magnetometer but no compass MSV,37.3790629,-122.116578
01/23/2023 22:45,North Fort Myers,FL,USA,Light,How all of a sudden it turned around going the opposite direction,26.7107375,-81.81300645982603
01/23/2023 21:17,New York,NY,USA,Light,Random bright blue light,40.7127281,-74.0060152
01/23/2023 21:02,Hilmar,CA,USA,Oval,"Object was bright. Looked as though lights lined either side of craft. Went from due north to due west rapidly, hovered then vanished.",37.4085479,-120.850203
01/23/2023 20:30,Archdale,NC,USA,Triangle,"Green and reddish pink lights, triangular",35.914581,-79.9719831
01/23/2023 20:13,Kailua,HI,USA,Egg,Unexpected red ( reflecting voggy atmosphere) object in photo,19.641941,-155.996933
01/23/2023 20:04,Statham,GA,USA,Star,Two stars appeared to be moving away from earth/then disappeared,33.9654884,-83.5964913
01/23/2023 19:20,Okeechobee,FL,USA,Star,See 1 to 3 every evening between 7-9 PM moving very fast and too high to be planes flying erratically,27.3923408,-80.8873655
01/23/2023 18:00,Houma,LA,USA,Other,Video is in slo motion capture due to wanting to capture my dog running towards me. You’ll see an object in the background flying fast!,29.5957696,-90.7195348
01/23/2023 18:00,Burkesville,KY,USA,Other,Saw two small satellites converge and exchange bolts of light.,36.7903399,-85.3705186
01/23/2023 14:15,Benicia,CA,USA,Light,I saw a bright light that looked metallic in mid-day float straight then disappear.,38.049365,-122.1585777
01/23/2023 06:30,Rohrsburg,PA,USA,Light,Two non-blinking lights with a distance between them the same as the length of the big dipper.,41.132988499999996,-76.42318411439732
01/23/2023 05:30,Benicia,CA,USA,Light,"Star sized flickering object at satellite height, moving erratically at speed of a plane, then stopping dead and remaining still.",38.049365,-122.1585777
01/23/2023 04:05,KENNESAW,GA,USA,Orb,It is a white globe the white surface has texture it has a gold and dark brown ring around the globe there are blue flames,34.0234337,-84.6154897
01/22/2023 23:17,Fowler California,CA,USA,Diamond,I was driving and noticed a bright light in the sky in a diamond shape .,36.6305058,-119.678469
01/22/2023 22:00,Palmdale,CA,USA,Unknown,A light that disappears,34.5793131,-118.11711
01/22/2023 18:30,Nowata,OK,USA,Light,"Amber light steady held position, no flashing, no movement but hanging in the sky the entire duration",36.7798848,-95.6226184
01/22/2023 17:40,layton utah,UT,USA,Cylinder,"Bright orange light zoomed right in front of me way up in the sky as I was driving, and then moved away backup into space at lightspeed",41.0751048,-111.9741925
01/22/2023 04:37,Penn valley,CA,USA,Cylinder,Saw something reflecting off sun and disapeared,39.1948165,-121.19264637070282
01/21/2023 19:55,Vallejo,CA,USA,Changing,"Have video, but strange and not a drone!!",38.1040864,-122.2566367
01/21/2023 19:49,Ft. Myers,FL,USA,Orb,"Me and my girlfriend walked outside, I happened to be recording, and we seen 3 golden orbs hovering almost in formation.",26.640628,-81.8723084
01/21/2023 19:29,Athens,OH,USA,Light,"Green, blue, purple, and white flashing light",39.355589,-82.0610404
01/21/2023 18:12,Eastvale,CA,USA,Changing,We saw the light and took some videos and a few photos. It is not the first time we have seen things from our vantage point,33.9747067,-117.566541
01/21/2023 00:02,Essex,MD,USA,Other,This is a single frame of a doorbell camera.showing a stange light and contrail and I was awoken by loud noise.,39.301058999999995,-76.44248693849093
01/20/2023 22:00,Cincinnati,OH,USA,Chevron,"Sharp cutout in heavy cloud layer, stayed static and lines very defined before clouds immediately recondensed.",39.1014537,-84.5124602
01/20/2023 22:00,Seattle,WA,USA,Orb,Witness a UAP leave the side of Mt Etna past 4AM and then a massive orb enter Etna from 6:20AM - 6:50AM,47.6038321,-122.330062
01/20/2023 21:37,Staten Island,NY,USA,Light,2 formations of orange objects seen crossing sky at night,40.5834557,-74.1496048
01/20/2023 21:01,Spokane,WA,USA,Changing,Bright Orange Light Birthing New Orange Lights,47.6571934,-117.42351
01/20/2023 21:00,Pueblo,CO,USA,Other,An odd semi transparent shape that reacted to being noticed.,38.263995,-104.6141867
01/20/2023 20:00,Flint,MI,USA,Unknown,Two extremely bright lights hovering over a popular record store,43.0161693,-83.6900211
01/20/2023 18:30,Collins,MO,USA,Rectangle,Closest I've ever seen unbelievable,37.8893585,-93.6198941
01/20/2023 18:10,Silverdale,WA,USA,Other,Individuals in Silverdale visually saw object. Individuals in Bremerton made Radar contact with object .,47.6594091,-122.6766317
01/20/2023 17:14,Montevallo,AL,USA,Circle,Bright white light moving very slow,33.1006746,-86.8641558
01/20/2023 08:00,Oklahoma City,OK,USA,Sphere,"I was working traffic control in Security, when I noticed a black sphere floating by. It was the size of a SUV, maybe two.",35.4729886,-97.5170536
01/20/2023 05:00,Hayes,VA,USA,Star,I believe the craft sensed that I noticed it since I look at the same spot all the time and it seemed aware of me.,37.2781992,-76.5038395
01/19/2023 23:33,Lubbock,TX,USA,Other,V shape formation with 5 lights traveling low and fairly slow,33.5855677,-101.8470215
01/19/2023 22:04,Point Reyes,CA,USA,Changing,3 orange hovering lights moving in a straight line then to a triangular patter. Shinning bright orange.,37.9958916,-123.0226358
01/19/2023 19:01,Sprague River,OR,USA,Oval,"Lights over Sprague River, Oregon and Unexplained Animal Deaths.",42.4554945,-121.5042531
01/19/2023 18:30,Durham,NC,USA,Circle,Witnessed 30 or more orange circular objects heading 268 degrees across skyline in no formation or same altitude but the same direction,35.996653,-78.9018053
01/19/2023 18:20,Mesa,AZ,USA,Diamond,I looked over and seen a string of lights and then a triangular shape of lights,33.4151005,-111.831455
01/19/2023 08:45,Tucson,AZ,USA,Sphere,Object seen near my school 5-6 times over a three month period.,32.2228765,-110.974847
01/19/2023 08:01,Fort Pierce,FL,USA,Oval,Saw something bright way higher than a normal plane,27.4467056,-80.3256056
01/19/2023 07:53,Inverness,FL,USA,Other,"When seen contrails from front porch, saw the object traveling from north-east to south west and took picture with iPhone 13, no noise",28.8358176,-82.3303715
01/19/2023 06:37,Lake Havasu City,AZ,USA,Light,A stationary extremely bright multicolored Light non sequential lasting until daylight,34.4775296,-114.3379972
01/19/2023 00:40,Florida City,FL,USA,Circle,Round white/light yellow light moving fast.,25.4480101,-80.479102
01/19/2023 00:24,,VA,USA,Cylinder,Tic tac shapes moving about the sky at unbelievable speed playing tag. One goes straight up disappears. Others appear to enter sea.,29.82494949952984,-95.478675434839
01/18/2023 23:50,Killeen,TX,USA,Chevron,"Visually observed Delta shape over the foothills adjacent to Stillhouse Lake, Texas - just south of Killeen / Harker Heights",31.1171441,-97.727796
01/18/2023 19:32,mantua,NJ,USA,Circle,video taped orange objects visibly moving around then vanished on video,39.7940026,-75.1721232
01/18/2023 18:55,Wakefield,NH,USA,Unknown,"3 really bright lights appeared, then disappeared seconds later. A really dim, fast moving light also appeared",43.5685871,-71.0297823
01/18/2023 18:50,Conway,NH,USA,Light,Bright amber lights,43.9784926,-71.1205372
01/18/2023 13:15,Fort Payne,AL,USA,Egg,I'm capturing these objects on my security camera and they are leaving landing areas.,34.4442547,-85.7196893
01/18/2023 00:42,Repton,AL,USA,Unknown,There where two bright orbs that moved in sequence with each other they looked like they were about 1 mile apart and they turnt left,31.4090551,-87.2391473
01/17/2023 22:20,Pittsburgh,PA,USA,Unknown,"Very loud red and white lights, gliding over our house, moving and shaped unlike a plane",40.4416941,-79.9900861
01/17/2023 21:00,Seattle,WA,USA,Egg,Spotted egg in Seattle night sky.,47.6038321,-122.330062
01/17/2023 19:31,"SHENANDOAH, IA",IA,USA,Sphere,They're somewhat mushroom shape about the size of a VW bug with white lights and one red light toward the bottom,40.7655468,-95.3723535
01/17/2023 19:25,,CA,USA,Diamond,Diamond shaped thing in the sky.,37.6463026,-122.4027751
01/17/2023 17:23,Goodyear,AZ,USA,Circle,Took photo of sun and lake,33.4674695,-112.3842224
01/17/2023 16:35,Madison,MS,USA,Triangle,"A dark, triangular shaped item moved across the sky - not a drone but I would describe as similar look.",32.6308318,-90.0040817
01/17/2023 12:27,Barnegat,NJ,USA,Circle,Out my window I saw Little round Light,39.7557459,-74.22073950889322
01/17/2023 02:45,Hampton,CT,USA,Circle,"A circular, gold, sparkling object was seen out of my bathroom window.",41.7839873,-72.0547977
01/17/2023 00:14,Davis,CA,USA,Circle,Orangish circle object,38.5435526,-121.739005
01/16/2023 18:42,Jefferson City,MO,USA,Sphere,Object in the night sky,38.577359,-92.1724265
01/16/2023 17:16,Charleston,SC,USA,Other,Taking sunset photos from ship balcony,32.7884363,-79.9399309
01/16/2023 14:30,Charlotte- Huntersville,NC,USA,Disk,"Moving S. to N. at view alt. 2000ft, 45ft. ""disc like"" craft w/ green & refractive triangular lights, w/ 250ft laser of white light.",35.4085781,-80.85577091750957
01/16/2023 06:50,Shiloh,PA,USA,Light,"Saw two bright white lights on my way to work, both disappeared within minutes from seeing them",39.9738455,-76.79085006099052
01/15/2023 21:00,Middle River,MD,USA,Light,Lots of Bright lights moving as quick as a flick of a finger to other side of the sky,39.34169609999999,-76.42718184426359
01/15/2023 18:30,Iuka,MS,USA,Unknown,A star pulled my attention to the sky. It quickly became the brightest in the sky. It split info two light moving in opposite direct…,34.8117565,-88.1900415
01/15/2023 18:00,Boynton Beach,FL,USA,Cone,Cone shaped object with cloud like contrail that did not dissipate rapidly in sky,26.5256179,-80.0666026
01/15/2023 17:59,Miami Shores,FL,USA,Light,One object turns to 3. Moving extremely fast and changing direction. Dispersing into nothing.,25.8631515,-80.1928253
01/15/2023 17:59,Wilmington,NC,USA,Sphere,The kids thought it was a rocket ship but it was going sideways,34.2257282,-77.9447107
01/15/2023 17:09,Kingsville,MD,USA,Cigar,"6 bright lights suddenly appeared, had a tail of light and suddenly disappeared",39.447770899999995,-76.41912556678145
01/15/2023 15:30,Media,PA,USA,Fireball,I saw 3 fireball shaped clouds moving almost vertically in the sky. I took out my phone and took a video. Then I stopped the video.,39.9167783,-75.387693
01/15/2023 15:23,Columbus,OH,USA,Orb,Orb hovering over our house,39.9622601,-83.0007065
01/15/2023 11:57,Saint Petersburg,FL,USA,Disk,"Metallic disk appeared for 5 seconds and disappeared. Saw it again moments later, further west, and disappeared in the same manner.",27.7700475,-82.6359078
01/15/2023 05:30,Mercer Island,WA,USA,Unknown,Directly in front of bedroom window,47.5766324,-122.2276378
01/15/2023 02:10,Dallas,TX,USA,Orb,"3 of us, 5 ft apart, whom are all strangers to each other, and SOBER, saw the same object in the sky above us simultaneously",32.7762719,-96.7968559
01/15/2023 01:00,Goshen,CT,USA,Fireball,Static noises. What looked like a shooting star with blue and red tail came straight down and disappeared into farmland.,41.8317624,-73.2251145
01/14/2023 22:00,DEKALB,IL,USA,Chevron,"These are following up with a previous report from Dekalb. In this photo, details of the chevron object can be seen much better",41.8903447,-88.7713953
01/14/2023 18:47,Myrtle Beach,SC,USA,Sphere,"See them all the time, but got good several good pics and videos this time.",33.6956461,-78.8900409
01/14/2023 18:00,Portland,OR,USA,Light,I saw an orange reddish light just above the West hills in Portland,45.5202471,-122.674194
01/14/2023 15:55,Bellingham,WA,USA,Triangle,Black triangular shape stayed stationary for approx 10 min,48.7544012,-122.478836
01/14/2023 06:31,Greer,SC,USA,Light,Spotted a green light appearing out of nowhere and quickly traveling a short distance before disappearing,34.9381361,-82.2272119
01/14/2023 03:53,Camden,SC,USA,Fireball,It looked like a fireball,34.2464886,-80.6070391
01/13/2023 21:40,Hahira,GA,USA,Triangle,Triangular UAP taking off from hover position.,30.9913064,-83.3726575
01/13/2023 20:15,Bridgeton,MO,USA,Circle,"Two pair. Shorter space between two, more space between next pair.",38.7566055,-90.42352
01/13/2023 17:53,Bemidji,MN,USA,Light,"Bright light just below Venus, just disappears",47.4785418,-94.8907869
01/13/2023 17:03,Toms River,NJ,USA,Chevron,"I was looking at sky from car, I opened window stuck phone out to take sunset. In the photo appears two objects.",39.9526791,-74.1968257
01/13/2023 16:47,North Las Vegas,NV,USA,Unknown,I was looking out my window. When a black mass floated up into the sky directly in front of me.,36.2005843,-115.121584
01/13/2023 16:37,,-,USA,Oval,Object with lights seen at high altitude,29.82494949952984,-95.478675434839
01/13/2023 06:35,Tonto Basin,AZ,USA,Other,Looked like airplane with fake fire ontop,33.840994499999994,-111.30031965582725
01/13/2023 00:14,Raleigh,NC,USA,Oval,I saw something hovering in the air with light all around and there was a blue light,35.7803977,-78.6390989
01/12/2023 19:30,CHESTERFIELD,MO,USA,Unknown,A massive black object with no lights flying ultra low over our home.,38.661953,-90.5643258
01/12/2023 19:24,Lindsay,CA,USA,Light,Almost every night for the last 3 years these lights that change color green or orange show up wherever I am they just hover and follow,36.2030064,-119.08816
01/12/2023 18:55,ORLANDO,FL,USA,Light,Balls of light in the sky flying in a row,28.5421109,-81.3790304
01/12/2023 18:36,Kirkland,AZ,USA,Circle,3 white/orange rings of light,34.4175251,-112.7121218
01/12/2023 18:20,San Francisco,CA,USA,Sphere,We witnesses 6 then 5 glowing orbs a couple miles away in the sky. They were floating. Very bright. Over reside rial area,37.7792588,-122.4193286
01/12/2023 18:08,,-,USA,Cigar,There was one triangle shaped craft and many dots around it.,29.82494949952984,-95.478675434839
01/12/2023 17:30,Orlando,FL,USA,Unknown,An emerald green sphere in the sky noted in picture and when enhanced it appears to be a spacecraft.,28.5421109,-81.3790304
01/12/2023 11:00,El Centro,CA,USA,Circle,While looking at my security camera I noticed 2 silver objects hovering above ground.,32.792,-115.563051
01/12/2023 06:30,Depoe Bay,OR,USA,Orb,"The orb appeared and disappeared, flashing brightly and moving rapidly while appearing to exist in multiple locations simultaneously.",44.8104233,-124.0620096
01/12/2023 05:12,Dobson,NC,USA,Triangle,"Heard odd sound, saw triangular craft, three red lights, flying low as it passed overhead.",36.3956891,-80.722567
01/12/2023 00:30,Winston-Salem,NC,USA,Cigar,"My sister and I heard low humming that shook the house at around 12:30 AM, my sister viewed the cigar shaped craft go over some trees.",36.0998131,-80.2440518
01/11/2023 22:37,Colchester,VT,USA,Oval,These oval crafts surrounded by white lights hovering and moving around in the sky I have been observing for the past twelve years. In,44.534084,-73.1846098
01/11/2023 21:31,Big cypress national preserve,FL,USA,Sphere,While driving down this very long route in the middle of nowhere florida I spotted these very bright flying objects,25.936121550000003,-81.09512708130643
01/11/2023 20:30,Indian Lake Estates,FL,USA,Formation,Approx. 8:30 p.m. looking around sky for ufo's with night vision and barely caught a small fleet of approx. seven tic-tac shaped crafts,27.8141828,-81.3786902
01/11/2023 20:01,wilmington,DE,USA,Fireball,Me and everyone outside saw it from the street.,39.7459468,-75.546589
01/11/2023 19:55,Palm Bay,FL,USA,Cigar,Bright green object flew over house,27.9946969,-80.6366144
01/11/2023 19:35,Altadena,CA,USA,Oval,Almost invisible except for oval ring glowing a slight green,34.1928193,-118.137466344567
01/11/2023 19:22,Palm Bay,FL,USA,Unknown,2 stationary lights in separate locations became mobile,27.9946969,-80.6366144
01/11/2023 19:10,HONOLULU,HI,USA,Sphere,"A brilliant small circle of light, high in the sky, no sound, travelled from the South Shore near Honolulu to the Northeast Oahu",21.304547,-157.855676
01/11/2023 18:41,Quincy,IL,USA,Changing,"Object floatimg and strobing brightness, after time it moves changes color etc. Not normal, not helicopter or plane or drone",39.9356016,-91.4098727
01/11/2023 18:39,Pleasant Valley,AK,USA,Disk,I was driving home when I looked up at a large bright disk like object and after a few moments it flew down and away.,64.892989,-146.87531508572744
01/11/2023 18:20,Oro Valley,AZ,USA,Light,Lighted object traveling north bound at a high elevation and at a high rate of speed curved to the Northeast,32.4000525,-110.955317
01/11/2023 11:44,Delray Beach,FL,USA,Chevron,I looked up and saw 2 black V shaped objects at a higher altitude moving very fast with no vapor trail sound or exhaust,26.4614625,-80.0728201
01/11/2023 08:00,Broomfield,CO,USA,Circle,"Jan 11th I saw an object in the sky that matched the object over Billings, MT.",39.9403995,-105.05208
01/11/2023 05:10,Tallahassee,FL,USA,Other,It appeared to look similar to the starlink satellite picture but disappeared from sight and couldn't be tracked even in my vehicle.,30.4380832,-84.2809332
01/11/2023 02:33,Newberg,OR,USA,Triangle,This craft was MASSIVE,45.300347,-122.972751
01/11/2023 01:30,gresham,OR,USA,Cylinder,"Black silhouetted object, no lights, no noise, barely discernible because the object blended into the night sky so well",45.4978623,-122.4329883
01/11/2023 00:00,Polk City,FL,USA,Other,Looked like a jelly fish shaped force field with 2 lights that separated from it and went in different directions and one lit up,28.1825147,-81.8239676
01/10/2023 22:45,Corona,CA,USA,Fireball,Several Craft changing shape,33.8752945,-117.566444
01/10/2023 22:00,Eglin AFB,FL,USA,Light,Stationary flashing lights over Eglin AFB. I let friend at AFB know. Hopefully military but thought I’d report.,30.577696099999997,-86.5139603435145
01/10/2023 21:42,Kingwood,NJ,USA,Light,Two bright white objects,40.4698261,-75.0190585
01/10/2023 21:13,Hamilton,VA,USA,Changing,A flashing orb that projected different shapes and disappeared,39.1342719,-77.662492
01/10/2023 18:56,Sandia,TX,USA,Fireball,Upside down bright orange burning crystal.,28.0200415,-97.8790644
01/10/2023 18:45,Spicewood,TX,USA,Fireball,Sitting in the second level of my home at around 6:45 p.m. saw a really bright light that resembled a ball of fire with a tail,30.4759222,-98.1566355
01/10/2023 17:10,Danville,CA,USA,Light,Stationary Craft of a luminous appearance at high altitude,37.8225892,-122.0008254
01/10/2023 16:50,Oxnard,CA,USA,Other,Beautiful Blue Ball of Light with a Light Blue Image right behind,34.1976308,-119.180381
01/10/2023 15:06,Lawrenceville,GA,USA,,MADAR site 92 20 mi NW of Cumming had spikes,33.9566391,-83.9890066
01/10/2023 15:05,Cumming,GA,USA,Egg,"White craft with no wings, exhaust, lights moving fast and pretty low",34.2073196,-84.1401926
01/10/2023 15:05,Ball Ground,GA,USA,,MADAR site 129 17 mi SE of Cumming had spikes,34.3382257,-84.3765714
01/10/2023 15:00,Sebring,FL,USA,Other,Silver reflective circle high up in sky,27.4957453,-81.4410425
01/10/2023 07:15,Salem,OR,USA,Cigar,Large fat cigar shaped 2 miles south of Salem hovering with 2 large lights light head lights thought it was a bus size drone,44.9391565,-123.033121
01/10/2023 00:20,Sunrise,FL,USA,Orb,Noticed one bright orange ball in sky then two more balls coming from that one and the two were moving.,26.1666888,-80.2787573
01/10/2023 00:00,Ocala,FL,USA,Fireball,Bright blue light appeared in sky nw of my location about 2 miles out got bright cought fire turned into two,29.1871986,-82.1400923
01/09/2023 23:51,Orlando,FL,USA,Fireball,Saw fire ball flying,28.5421109,-81.3790304
01/09/2023 23:50,Carrollwood,FL,USA,Cone,3 craft seen with Orange glow seen twice from larger of craft in an area not known for sightings.,28.059017599999997,-82.51339612827047
